NUM_CAS,ADREÇA,NUMERO,ESCALA,PIS,PORTA,CODI_POSTAL,POBLACIO,COMARCA,NOM_PROVINCIA,CODI_POBLACIO,CODI_COMARCA,CODI_PROVINCIA,REFERENCIA CADASTRAL,ZONA CLIMATICA,METRES_CADASTRE,ANY_CONSTRUCCIO,US_EDIFICI,Qualificació de consum d'energia primaria no renovable,Energia primària no renovable,Qualificacio d'emissions de CO2,Emissions de CO2,Consum d'energia final,Cost anual aproximat d'energia per habitatge,VEHICLE ELECTRIC,SOLAR TERMICA,SOLAR FOTOVOLTAICA,SISTEMA BIOMASSA,XARXA DISTRICTE,ENERGIA GEOTERMICA,INFORME_INS_TECNICA_EDIFICI,Eina de certificacio,VALOR AILLAMENTS,VALOR FINESTRES,Motiu de la certificacio,VALOR AILLAMENTS CTE,VALOR FINESTRES CTE,UTM_X,UTM_Y,Normativa construcció,Tipus Tramit,TIPUS_TERCIARI,Qualificació emissions calefacció,Emissions calefacció,Qualificació emissions refrigeració,Emissions refrigeració,Qualificació emissions ACS,Emissions ACS,Qualificació emissions enllumenament,Emissions enllumenament,Qualificació energia calefacció,Energia calefacció,Qualificació energia refrigeració,Energia refrigeració,Qualificació energia ACS,Energia ACS,Qualificació energia enllumenament,Energia enllumenament,Qualificació energia calefacció demanda,Energia calefacció demanda,Qualificació energia refrigeració demanda,Energia refrigeració demanda,VENTILACIO US RESIDENCIAL,LONGITUD,LATITUD,GEOREFERÈNCIA,REHABILITACIO_ENERGETICA,ACTUACIONS_REHABILITACIO,DATA_ENTRADA,LIMADM_MUNICIPI,LIMADM COMARCA
04WC1Y1FS,Carrer LLEIDA,41,N,3,4,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4050801DF2745A0170ZK,C2,81,,Habitatge individual en bloc d'habitatges,E,138.05,E,25.59,87.73,9.62,NO,NO,NO,NO,NO,NO,,CE3X,0.53,3.78,Compravenda,0.49,2.1,423998.97,4574823.35,NBE-CT-79,Edificis existents,,D,14.32,A,0.26,G,11.01,,0,E,84.54,A,1.53,G,51.99,,0,D,49,A,1.2,,2.091898859909323,41.32130223454998,POINT (2.091898859909 41.32130223455),NO,,20/02/2021,503,31
66QCV1X7G,Carrer Enric Borrás,66,,4,4,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4660122DF2746B0018OU,C2,66,,Habitatge individual en bloc d'habitatges,G,316.33,G,61.94,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Lloguer,0.49,2.1,424587.08,4575799.63,Abans de 1979,Edificis existents,,F,41.76,C,1.46,G,18.72,,0,F,197.21,D,8.6,G,110.53,,0,G,152.46,D,8.8,,2.098803923742406,41.3301504314311,POINT (2.098803923742 41.330150431431),,,16/03/2017,503,31
941ZZQQPH,Carrer CARRETERA MARINA,33,A,4,4,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4856107DF2745F0021XE,C2,74,,Habitatge individual en bloc d'habitatges,E,157.63,E,29.62,103.3,10.7,NO,NO,NO,NO,NO,NO,,CE3X,1.25,3.78,Lloguer,0.49,2.1,424743.97,4575412.88,Abans de 1979,Edificis existents,,E,19.55,C,1.31,G,8.76,,0,E,108.51,D,7.75,G,41.37,,0,E,98.11,D,7.48,,2.100726463233957,41.32668178793485,POINT (2.100726463234 41.326681787935),NO,,22/09/2023,503,31
4FG22F73W,Carrer VICTOR CASANOVAS,7,-,3,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4551910DF2745B0012QU,C2,75,,Habitatge individual en bloc d'habitatges,E,166.11,E,33.89,129.64,9.36,NO,NO,NO,NO,NO,NO,,CE3X,0.62,5.7,Compravenda,0.49,2.1,424440.92,4574948.35,Abans de 1979,Edificis existents,,E,23.63,B,0.74,G,9.53,,0,E,116.77,C,4.36,G,44.99,,0,E,93.63,C,4.29,,2.097163346354692,41.322469599348,POINT (2.097163346355 41.322469599348),NO,,13/06/2022,503,31
0MCWBH6G9,Avenida Verge de Montserrat,155,,4,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4153902DF2745C0012ZH,C2,83,,Vivienda individual en bloque de viviendas,E,164.71,E,32.57,120.53,10.02,NO,NO,NO,NO,NO,NO,,CE3X,2,5.25,Alquiler,0.49,2.1,424042.17,4575179.95,Abans de 1979,Edificis existents,,E,23.35,A,0.47,G,8.75,,0,E,110.26,B,2.78,G,51.67,,0,E,85.25,B,2.84,,2.092370408058511,41.324518059050334,POINT (2.092370408059 41.32451805905),NO,,14/10/2019,503,31
61P64915Q,Calle Ignasi Iglesias,33,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4360411DF2746A0001TU,C2,45,,Terciario,C,147.01,C,27.93,98.69,9.76,NO,NO,NO,,NO,NO,,CE3X,1.69,3.66,Alquiler,0.49,2.1,424247.78,4575840.69,NRE-AT-87,Edificis existents,Local,D,15.12,C,3.14,,0,C,9.67,D,71.4,C,18.53,,0,C,57.08,F,55.2,C,18.96,,2.094744600798352,41.33048842525902,POINT (2.094744600798 41.330488425259),NO,,15/03/2021,503,31
12ZV8PQDY,Plaça ROGER I BADIA,1,,4,4,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4658801DF2745H0023QM,C2,64,,Habitatge individual en bloc d'habitatges,E,205.43,E,37.78,128.24,14.54,NO,NO,NO,NO,NO,NO,,CE3X,2.38,3.78,Lloguer,0.49,2.1,424517.52,4575643.83,Abans de 1979,Edificis existents,,E,21.08,D,1.81,G,14.89,,0,E,124.42,D,10.68,G,70.33,,0,E,83.16,D,6.78,,2.097992125537691,41.32874069143269,POINT (2.097992125538 41.328740691433),NO,,23/10/2019,503,31
9C6V212XR,Carrer Vicente Ferrer,5,,0,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3853904DF2735D0001ID,C2,76.7,,Habitatge individual en bloc d'habitatges,E,124.39,E,25.59,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Lloguer,0.49,2.1,423789.1,4575179.07,Abans de 1979,Edificis existents,,,,,,,,,,,,,,,,,,,,,,,2.089346918991173,41.32448624946947,POINT (2.089346918991 41.324486249469),,,03/02/2015,503,31
7D42PTZ6G,Carrer RIU LLOBREGAT,80,A,01,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3544611DF2734D0001EL,C2,61,,Terciari,D,176.92,D,36.75,7.62,1.21,NO,NO,NO,,NO,NO,,CE3X,1.69,5.7,Lloguer,0.49,2.1,423562.12,4574285,Abans de 1979,Edificis existents,Local,D,33.92,A,0.31,A,0,A,2.52,F,160.16,A,1.86,A,0,A,14.89,G,123.82,A,1.9,,2.086747467643028,41.31641223892214,POINT (2.086747467643 41.316412238922),NO,,21/06/2019,503,31
MB9S4X258,Carrer Pau Casals,129,A,3,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4658807DF2745H0013WH,C2,61,,Habitatge individual en bloc d'habitatges,E,187.43,E,39.46,155.7,9.69,NO,NO,NO,NO,NO,NO,,CE3X,1.99,4.29,Compravenda,0.49,2.1,424593.9,4575604.74,Abans de 1979,Edificis existents,,E,23.95,B,0.93,G,14.58,,0,E,113.08,C,5.48,G,68.87,,0,E,87.42,C,5.61,,2.098909601625608,41.32839577203192,POINT (2.098909601626 41.328395772032),NO,,10/07/2020,503,31
JKRMXDFX1,Carrer Joaquim Sostres,48,,Bx,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4748418DF2744H0001YD,C2,161.25,,Habitatge unifamiliar,D,112.51,D,23.92,113.84,1173.06,,NO,NO,NO,,NO,,CE3X,0.84,3.74,Lloguer,0.49,2.1,424694.32,4574674.91,Abans de 1979,Edificis existents,,G,51.25,D,2.58,G,5.7,,0,G,242.01,F,15.24,G,26.93,,0,G,187.1,F,15.6,0.63,2.100224678674776,41.32003053698456,POINT (2.100224678675 41.320030536985),,,17/06/2015,503,31
QWKVN31J8,Avinguda VERGE DE MONTSERRAT,170,,6,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4054821DF2745C0013PJ,C2,54,,Habitatge individual en bloc d'habitatges,E,154.73,E,32.61,128.78,7.97,NO,NO,NO,NO,NO,NO,,CE3X,1.69,3.39,Compravenda,0.49,2.1,423932.35,4575180.54,Abans de 1979,Edificis existents,,E,26.41,B,0.64,F,5.55,,0,E,124.72,B,3.79,G,26.22,,0,E,80.91,B,3.34,,2.091058239525994,41.32451301830145,POINT (2.091058239526 41.324513018301),NO,,28/08/2020,503,31
12QHJJ7G,Avinguda Verge Montserrat,41,A,1,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4656605DF2745F0004YG,C2,61.23,,Habitatge individual en bloc d'habitatges,E,172.2,E,36.2,57.65,213.37,,NO,NO,NO,,NO,,CE3X,2.38,5.7,Compra o Venda,0.49,2.1,424620.34,4575483.1,Abans de 1979,Edificis existents,,E,20.45,C,1.18,G,14.53,,0,E,96.58,D,6.99,G,68.61,,0,E,74.67,D,7.16,0.63,2.099240607972527,41.32730268105998,POINT (2.099240607973 41.32730268106),,,07/06/2016,503,31
XH3HVJ5S8,Carrer ALCALA DE GUADAIRA,9,,1,1,08020,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,2955904DF3825F0008RT,C2,54.74,,Habitatge individual en bloc d'habitatges,E,121.06,E,30.85,17.81,58.93,,NO,NO,NO,,NO,,CE3X,1.69,5.25,Compra o Venda,0.49,2.1,432860.32,4585367.07,Abans de 1979,Edificis existents,,E,33.63,A,0.9,F,7.78,,0,E,157.68,B,5.3,G,36.73,,0,E,87.93,B,5.43,0.63,2.196600928096441,41.41705373829151,POINT (2.196600928096 41.417053738292),,,20/07/2015,512,29
MXW4T06VC,Carrer CASTELLA,3,,3,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4357827DF2745E0008UP,C2,69,,Habitatge individual en bloc d'habitatges,E,144.39,E,27.68,98.87,9.41,NO,NO,NO,NO,NO,NO,,CE3X,2.04,5.22,Compravenda,0.49,2.1,424213.47,4575513.14,Abans de 1979,Edificis existents,,D,16.09,C,1.12,G,10.47,,0,D,75.99,C,6.62,G,61.78,,0,E,58.75,D,6.78,,2.094375494232583,41.32753508967538,POINT (2.094375494233 41.327535089675),NO,,30/07/2021,503,31
6FNXYFLQT,Carrer St Joaquim,98,1,1,4,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4861202DF2746B0005RB,C2,61,,Habitatge individual en bloc d'habitatges,E,179.6,E,37.9,18.88,69.62,,NO,NO,NO,,NO,,CE3X,2.08,4.09,Lloguer,0.49,2.1,424721.68,4575969.03,Abans de 1979,Edificis existents,,E,32.18,B,0.93,F,5.31,,0,E,151.94,C,5.52,G,25.08,,0,E,77.88,C,4.34,0.63,2.100391234231809,41.33168873288637,POINT (2.100391234232 41.331688732886),,,22/11/2015,503,31
FK4K3PGVQ,Carrer d'Empuries,8,,4,3,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4449601DF2744G0040DI,C2,78.7,,Habitatge individual en bloc d'habitatges,E,121.45,E,29.36,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Lloguer,0.49,2.1,424357.31,4574792.49,Abans de 1979,Edificis existents,,E,39.33,B,0.85,E,4.49,,0,F,185.74,C,5.02,F,21.19,,0,G,117.33,C,5.14,,2.096183827246017,41.32105798884038,POINT (2.096183827246 41.32105798884),,,01/09/2015,503,31
HSVP6RT5P,Calle Enric Morera,6,,3,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4458814DF2745G0007TR,C2,116,,Vivienda individual en bloque de viviendas,E,210.2,E,43.71,170.44,11.25,NO,NO,NO,NO,NO,NO,,CE3X,1.69,3.71,Alquiler,0.49,2.1,424420.96,4575618.15,Abans de 1979,Edificis existents,,E,35.93,E,3.19,E,4.59,,0,E,169.66,G,18.84,F,21.7,,0,G,110.07,F,13.28,,2.096841575139675,41.328500353891506,POINT (2.09684157514 41.328500353892),NO,,03/07/2020,503,31
4HKXXQ493,Avinguda Verge de Montserrat,172,,1,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4054822DF2745C0006GD,C2,46.74,,Habitatge individual en bloc d'habitatges,G,322.62,G,83.32,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Lloguer,0.49,2.1,423919.25,4575176.31,Abans de 1979,Edificis existents,,,,,,,,,,,,,,,,,,,,,,,2.090902254442871,41.32447368424692,POINT (2.090902254443 41.324473684247),,,23/10/2016,503,31
F9ZN7FPZM,Calle Narcís Baiges,44,,B,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4748613DF2744H0002HF,C2,88,,Vivienda unifamiliar,D,108.3,C,22.58,88.29,5.75,NO,NO,NO,NO,NO,NO,,CE3X,0.72,3.66,Compra o Venta,0.49,2.1,424718.87,4574651.5,CTE 2006,Edificis existents,,D,18.75,B,1.4,A,2.43,,0,D,88.52,C,8.28,A,11.5,,0,D,57.43,C,7.3,,2.100520874128133,41.319821984390856,POINT (2.100520874128 41.319821984391),NO,,24/05/2022,503,31
LLB5QNJDX,Avinguda VERGE DE LA MONTSERRAT,108,,1,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4355308DF2745E0003HT,C2,64,,Habitatge individual en bloc d'habitatges,E,197.3,E,41.7,147.95,572.36,,NO,NO,NO,,NO,,CE3X,2.38,5.7,Compra o Venda,0.49,2.1,424269.59,4575342.82,Abans de 1979,Edificis existents,,,,,,,,,,,,,,,,,,,,,,0.63,2.095067256213213,41.32600635974736,POINT (2.095067256213 41.326006359747),,,08/02/2016,503,31
WT7YMNZHK,Carrer Pau Casals,107,,1º,2º,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4557506DF2745H0007RD,C2,54,,Habitatge individual en bloc d'habitatges,E,159.36,D,33.48,131.85,8.29,NO,NO,NO,NO,NO,NO,,CE3X,1.98,4.64,Compravenda,0.49,2.1,424497.45,4575558.45,Abans de 1979,Edificis existents,,D,15.93,B,1.07,G,16.48,,0,D,75.22,B,6.3,G,77.84,,0,D,58.15,C,6.45,,2.097762929047836,41.32796982784675,POINT (2.097762929048 41.327969827847),NO,,01/06/2019,503,31
2KCMGW917,Avinguda Verge de Montserrat,50,,1,5,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4657918DF2745F0006MJ,C2,69,,Habitatge individual en bloc d'habitatges,E,194.1,E,41,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Compra o Venda,0.49,2.1,424531.29,4575488.1,Abans de 1979,Edificis existents,,,,,,,,,,,,,,,,,,,,,,,2.098175998324982,41.32733938199995,POINT (2.098175998325 41.327339382),,,20/04/2016,503,31
Q89132P15,Calle Girona,166,,3,6,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4652807DF2745D0029IH,C2,71,,Vivienda individual en bloque de viviendas,E,115.25,D,22.28,80.39,523.57,NO,NO,NO,NO,NO,NO,,CE3X,1.84,5.21,Alquiler,0.49,2.1,424595.23,4575012.66,Abans de 1979,Edificis existents,,D,13.8,B,0.86,G,7.63,,0,D,65.16,C,5.06,G,45.03,,0,D,50.38,C,5.18,0.83,2.098998960713739,41.32306326172224,POINT (2.098998960714 41.323063261722),NO,,20/02/2018,503,31
5V5BHCDB1,Carrer MARESME,20,,1,4,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4054214DF2745C0008JG,C2,40,,Habitatge individual en bloc d'habitatges,E,141.88,E,36.32,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Compra o Venda,0.49,2.1,423894.42,4575220.4,Abans de 1979,Edificis existents,,,,,,,,,,,,,,,,,,,,,,,2.090600072292512,41.32486844128908,POINT (2.090600072293 41.324868441289),,,10/03/2015,503,31
0XWXVYLBC,Calle Enric Morera,71,,71,A,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4755302DF2745F0002ZD,C2,189,,Vivienda unifamiliar,D,148.22,D,31.19,123.01,7.67,NO,NO,NO,NO,NO,NO,,CE3X,0.69,3.4,Alquiler,0.49,2.1,424569.6,4575379.74,NRE-AT-87,Edificis existents,,E,27.56,A,0.8,A,2.83,,0,E,130.15,B,4.72,B,13.34,,0,E,84.44,A,3.33,,2.098647185829738,41.3263670115645,POINT (2.09864718583 41.326367011565),NO,,17/09/2021,503,31
V4FQ137YD,Plaça Orcasitas,5,5,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3447713DF2734E0033WT,C2,753,,Bloc d'habitatges plurifamiliar,E,154.04,E,31.22,118.62,1.1,NO,NO,NO,NO,NO,NO,,CE3X,0.91,4.85,Sol·licitud d'ajuts,0.49,2.1,423349.93,4574478.77,NBE-CT-79,Edificis existents,,E,24.93,A,0,G,6.29,,0,E,124.32,A,0.01,G,29.71,,0,E,84.28,A,0.01,,2.084188176832788,41.31813730458976,POINT (2.084188176833 41.31813730459),NO,,12/09/2021,503,31
1YM6MZ9RD,Avenida Doctor Gallart i Mones,9,,6,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4153103DF2745C0021RX,C2,72,,Vivienda individual en bloque de viviendas,E,154.6,E,32.49,128.02,8.03,NO,NO,NO,NO,NO,NO,,CE3X,1.9,5.17,Compra o Venta,0.49,2.1,424007.85,4575134.6,NBE-CT-79,Edificis existents,,E,24.08,B,0.98,G,7.44,,0,E,113.69,C,5.77,G,35.14,,0,E,73.75,C,5.26,,2.091966034098282,41.32410637555652,POINT (2.091966034098 41.324106375557),NO,,16/08/2023,503,31
L75NKV0HH,Avenida Doctor Gallart i Mones,25,,0,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4153107DF2745C0001EI,C2,25,,Terciario,D,275.96,C,46.75,141.23,559.88,NO,NO,NO,NO,NO,NO,,CE3X,1.69,5.17,Alquiler,0.49,2.1,424037.23,4575049.24,Abans de 1979,Edificis existents,Local,D,38.19,D,3.25,,0,A,5.3,F,225.44,D,19.2,,0,A,31.31,F,148.14,D,16,,2.09232772403877,41.32334034115042,POINT (2.092327724039 41.32334034115),NO,,02/05/2018,503,31
1SC4DVMZ3,Plaça Constitució,5,,at,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4853609DF2745D0014KR,C2,59,,Habitatge individual en bloc d'habitatges,G,272.13,G,57.35,226.54,14.02,NO,NO,NO,NO,NO,NO,,CE3X,1.91,5.16,Compravenda,0.49,2.1,424769.69,4575124.25,Abans de 1979,Edificis existents,,G,50.84,C,1.1,F,5.41,,0,G,240.07,C,6.52,G,25.54,,0,G,124.68,C,5.62,,2.101069499552975,41.32408460861987,POINT (2.101069499553 41.32408460862),NO,,27/03/2023,503,31
WJ4JB7XJ,Carrer SANT JOAQUIM,97,-,-,-,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4761508DF2746B0001TH,C2,1617.66,,Bloc d'habitatges plurifamiliar,F,196.6,G,49.04,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Sol·licitud d'ajuts,0.49,2.1,424659.21,4575981.32,Abans de 1979,Edificis existents,,,,,,,,,,,,,,,,,,,,,,,2.099643254661854,41.33179358693841,POINT (2.099643254662 41.331793586938),,,13/10/2016,503,31
K8T9FY019,Calle Tarrega,1,,3,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4352818DF2745A0011BB,C2,54,,Vivienda individual en bloque de viviendas,E,185.65,E,39.09,154.23,9.59,NO,NO,NO,NO,NO,NO,,CE3X,1.92,5.7,Compra o Venta,0.49,2.1,424217.01,4574958.95,Abans de 1979,Edificis existents,,E,26.45,B,0.91,G,11.72,,0,E,124.92,C,5.38,G,55.34,,0,E,96.58,C,5.5,,2.094486899653835,41.32254405388937,POINT (2.094486899654 41.322544053889),NO,,30/03/2022,503,31
2GHT405X,Carrer CASES D'EN JANET,16,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3755816DF2735F0001AI,C2,74,,Habitatge unifamiliar,F,194.53,G,50.69,22.63,1915.93,,NO,NO,NO,,NO,,CE3X,2.38,2.79,Compra o Venda,0.49,2.1,423658.98,4575307.78,Abans de 1979,Edificis existents,,E,31.1,,0,G,8.76,,0,E,146.88,,0,G,51.72,,0,G,113.55,,0,0.63,2.087776119864966,41.32563317588753,POINT (2.087776119865 41.325633175888),,,05/11/2014,503,31
03R6H23RF,Carretera Marina,176,,1,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4951716DF2745B0005AE,C2,139.13,,Terciari,C,179.3,C,30.4,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Lloguer,0.49,2.1,424967.71,4574940.04,NBE-CT-79,Edificis existents,Local,,,,,,,,,,,,,,,,,,,,,,2.103458113512872,41.32244395193427,POINT (2.103458113513 41.322443951934),,,21/04/2016,503,31
M1DX43Z7C,Carrer Begues,9,A,2º,2ª,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4760415DF2746B0004SL,C2,66,,Habitatge individual en bloc d'habitatges,E,193.04,E,37.92,34.03,5.4,NO,NO,NO,NO,NO,NO,,CE3X,2.38,3.53,Lloguer,0.49,2.1,424624.44,4575856.45,Abans de 1979,Edificis existents,,E,26.07,B,0.58,G,11.26,,0,E,123.11,B,3.44,G,66.49,,0,E,95.18,B,3.53,,2.099243279227122,41.33066568134275,POINT (2.099243279227 41.330665681343),NO,,24/09/2019,503,31
C9XDR7QP9,Avinguda VERGE DE MONTSERRAT,212,,AT,04,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3853907DF2735D0056YU,C2,64.41,,Habitatge individual en bloc d'habitatges,E,155,E,39.25,27.71,107.89,,NO,NO,NO,,NO,,CE3X,2.23,5.32,Lloguer,0.49,2.1,423754.54,4575123.21,Abans de 1979,Edificis existents,,E,50.51,,0,F,5.56,,0,E,238.5,,0,G,26.26,,0,E,122.26,,0,0.63,2.088941015573949,41.3239798735937,POINT (2.088941015574 41.323979873594),,,22/01/2015,503,31
60XQ5733D,Avenida Remolar,82,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3653801DF2735D0001HD,C2,2334.6,,Terciario,C,184.14,C,36.49,135.3,26032.4,NO,NO,NO,NO,NO,NO,,CE3X,1.45,5.7,Edificio existente de la administración pública,0.49,2.1,423699.28,4574924.93,NBE-CT-79,Edificis existents,Educación,G,27.72,A,1.06,,0.06,A,6.94,G,132.4,A,6.27,,0.34,A,40.94,G,90.75,A,6.45,1.06,2.088305684889231,41.32218881898333,POINT (2.088305684889 41.322188818983),NO,,18/04/2018,503,31
2WVJKZG3C,Carrer JAUME CASANOVAS,112,A,3º,1º,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4155410DF2745E0006UI,C2,67,,Habitatge individual en bloc d'habitatges,E,149.97,E,31.36,122.94,532.84,NO,NO,NO,NO,NO,NO,,CE3X,2.38,5.7,Lloguer,0.49,2.1,424077.03,4575371,NBE-CT-79,Edificis existents,,D,16.57,C,1.59,G,13.19,,0,D,78.27,D,9.4,G,62.31,,0,E,60.51,D,9.62,0.63,2.092763035732785,41.32624205313523,POINT (2.092763035733 41.326242053135),NO,,22/07/2018,503,31
2JD6ZP8Z1,Calle Barcelona,17,,2,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4253612DF2745C0011JG,C2,65,,Vivienda individual en bloque de viviendas,E,146.48,E,26.47,87.78,10.7,NO,NO,NO,NO,NO,NO,,CE3X,2.04,3.66,Alquiler,0.49,2.1,424188.46,4575108.83,Abans de 1979,Edificis existents,,E,17.88,A,0.33,G,8.26,,0,E,105.54,A,1.94,G,39,,0,E,95.22,A,1.71,,2.094127107630771,41.32389127957414,POINT (2.094127107631 41.323891279574),NO,,21/05/2021,503,31
L9FSPFY25,Avenida Josep Anselm Clavé,50,,1,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4562111DF2746B0004DL,C2,69,,Vivienda individual en bloque de viviendas,E,172.34,E,36,140.98,9.11,NO,NO,NO,NO,NO,NO,,CE3X,2.38,5.7,Compra o Venta,0.49,2.1,424412.46,4576044.39,Abans de 1979,Edificis existents,,E,21.93,D,1.98,G,12.08,,0,E,103.57,E,11.7,G,57.07,,0,E,57.44,E,11.98,,2.096686983174779,41.33233852957197,POINT (2.096686983175 41.332338529572),NO,,31/10/2019,503,31
R6XYDSVWN,Calle LO GAITER DE LLOBREGAT,26,,1,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4458821DF2745G0027OK,C2,102,,Vivienda individual en bloque de viviendas,E,121.52,E,24.92,95.82,6.75,NO,NO,NO,NO,NO,NO,,CE3X,0.62,3.78,Compra o Venta,0.49,2.1,424347.86,4575609.3,NBE-CT-79,Edificis existents,,D,14.7,F,3.25,G,6.97,,0,D,69.41,G,19.18,G,32.94,,0,D,45.03,F,13.51,,2.095969246983886,41.328413788126305,POINT (2.095969246984 41.328413788126),NO,,16/11/2019,503,31
GGX8ZJC96,Carrer CADAQUES,34,,3º,2ª,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4854805DF2745D0030TF,C2,54,,Habitatge individual en bloc d'habitatges,E,199.57,E,38.23,136.43,13.03,NO,NO,NO,NO,NO,NO,,CE3X,1.69,4.1,Compravenda,0.49,2.1,424782.67,4575240.98,Abans de 1979,Edificis existents,,E,22.1,B,0.75,G,15.38,,0,E,104.37,C,4.42,G,90.78,,0,E,80.69,C,4.52,,2.101210132367431,41.3251371624051,POINT (2.101210132367 41.325137162405),NO,,13/10/2022,503,31
FTZJDVM5Q,Carrer Catalunya,50,,3,4,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4552303DF2745D0016LY,C2,65,,Habitatge individual en bloc d'habitatges,E,102.44,E,21.06,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Lloguer,0.49,2.1,424421.81,4575109.72,Abans de 1979,Edificis existents,,D,15.73,E,2.85,A,1.43,,0,E,92.85,G,16.83,A,8.46,,0,E,62.72,D,9.24,,2.096914965980242,41.32392120494693,POINT (2.09691496598 41.323921204947),,,24/02/2015,503,31
HGL20FLF,"Carrer 4, 6 E y D sector C",S/N,,,,08040,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,6956203DF2765F0001JB,C2,7002,,Terciari,C,29,C,5.1,4.08,1726.86,,NO,NO,NO,,NO,,CE3X,1.76,3.78,Compra o Venda,0.49,2.1,426939.46,4575677.22,Abans de 1979,Edificis existents,Altres,D,0.8,C,4.1,F,0.23,A,0,F,3.79,C,24.18,E,1.07,A,0,F,2.46,D,24.74,,2.126926769317442,41.32926458596788,POINT (2.126926769317 41.329264585968),,,10/06/2016,512,29
B8ZK27G4Z,Carrer Ciutat de Consuegra,18,,Bx,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4552301DF2745D0011LQ,C2,29.9,,Terciari,C,153.29,C,25.97,78.45,372.33,NO,NO,NO,NO,NO,NO,,CE3X,1.69,5.7,Lloguer,0.49,2.1,424389.97,4575092.29,Abans de 1979,Edificis existents,Comerç,F,16.93,B,1.63,,0,A,7.4,G,99.97,B,9.64,,0,A,43.69,G,72.29,B,8.92,,2.096536723101877,41.323761234240216,POINT (2.096536723102 41.32376123424),NO,,10/05/2018,503,31
