NUM_CAS,ADREÇA,NUMERO,ESCALA,PIS,PORTA,CODI_POSTAL,POBLACIO,COMARCA,NOM_PROVINCIA,CODI_POBLACIO,CODI_COMARCA,CODI_PROVINCIA,REFERENCIA CADASTRAL,ZONA CLIMATICA,METRES_CADASTRE,ANY_CONSTRUCCIO,US_EDIFICI,Qualificació de consum d'energia primaria no renovable,Energia primària no renovable,Qualificacio d'emissions de CO2,Emissions de CO2,Consum d'energia final,Cost anual aproximat d'energia per habitatge,VEHICLE ELECTRIC,SOLAR TERMICA,SOLAR FOTOVOLTAICA,SISTEMA BIOMASSA,XARXA DISTRICTE,ENERGIA GEOTERMICA,INFORME_INS_TECNICA_EDIFICI,Eina de certificacio,VALOR AILLAMENTS,VALOR FINESTRES,Motiu de la certificacio,VALOR AILLAMENTS CTE,VALOR FINESTRES CTE,UTM_X,UTM_Y,Normativa construcció,Tipus Tramit,TIPUS_TERCIARI,Qualificació emissions calefacció,Emissions calefacció,Qualificació emissions refrigeració,Emissions refrigeració,Qualificació emissions ACS,Emissions ACS,Qualificació emissions enllumenament,Emissions enllumenament,Qualificació energia calefacció,Energia calefacció,Qualificació energia refrigeració,Energia refrigeració,Qualificació energia ACS,Energia ACS,Qualificació energia enllumenament,Energia enllumenament,Qualificació energia calefacció demanda,Energia calefacció demanda,Qualificació energia refrigeració demanda,Energia refrigeració demanda,VENTILACIO US RESIDENCIAL,LONGITUD,LATITUD,GEOREFERÈNCIA,REHABILITACIO_ENERGETICA,ACTUACIONS_REHABILITACIO,DATA_ENTRADA,LIMADM_MUNICIPI,LIMADM COMARCA
JMPZLD0RH,Carrer Barcelona,119,,3,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4755322DF2745F0018XE,C2,67,,Habitatge individual en bloc d'habitatges,E,142.99,E,30.1,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Lloguer,0.49,2.1,424600.73,4575310.92,Abans de 1979,Edificis existents,,E,18.58,B,0.71,G,10.81,,0,E,87.72,C,4.22,G,51.05,,0,E,67.82,C,4.32,,2.099027667508128,41.3257500888337,POINT (2.099027667508 41.325750088834),,,16/03/2017,503,31
Y4H3QF5VS,Avinguda Onze de Setembre,199,,3,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4650722DF2745B0056QH,C2,91.5,,Habitatge individual en bloc d'habitatges,G,214.16,G,53.25,81.9,1188.32,,NO,NO,NO,,NO,,CE3X,0.62,3.35,Lloguer,0.49,2.1,424593.81,4574769.2,NBE-CT-79,Edificis existents,,,,,,,,,,,,,,,,,,,,,,0.63,2.099012199687568,41.32087037773724,POINT (2.099012199688 41.320870377737),,,28/04/2015,503,31
14SCXZ5V5,Carrer Rosa Ribas iParellada,16,,0,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4053112DF2745C0002UO,C2,68,,Terciari,D,200.61,D,33.98,102.66,16.28,NO,NO,NO,NO,NO,NO,,CE3X,2.38,3.78,Lloguer,0.49,2.1,423922.34,4575075.94,Abans de 1979,Edificis existents,Comerç,E,21.6,E,7.14,,0,A,5.24,G,127.49,E,42.16,,0,A,30.95,G,92.13,E,34.5,,2.090951737120864,41.32356998395411,POINT (2.090951737121 41.323569983954),NO,,14/06/2021,503,31
3RMXZ1PDF,Carrer JOAQUIM SOSTRES,40,--,--,--,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4849821DF2744H0001LD,C2,145,,Habitatge unifamiliar,B,44.6,B,9.33,17.24,163.34,,NO,NO,NO,,NO,,CERMA,0.52,1.9,Nova construcció,0.49,2.1,424730.84,4574686.05,CTE 2013,Edificis acabats,,A,6.24,A,0.45,A,2.64,,,B,29.48,A,2.68,A,12.45,,,B,26.7,A,2.29,0.63,2.100659599850736,41.320134280772514,POINT (2.100659599851 41.320134280773),,,26/01/2017,503,31
Y2MDLRFSJ,Carrer Manuel Bertrand,92,,0,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4458413DF2745G0001BZ,C2,221,,Terciari,C,150.93,C,25.57,77.24,10.26,NO,NO,NO,NO,NO,NO,,CE3X,1.69,4.56,Lloguer,0.49,2.1,424394.17,4575669.5,Abans de 1979,Edificis existents,Local,D,20.32,A,0,,0,A,5.25,F,119.96,A,0,,0,A,30.97,F,78.83,A,0,,2.096515087059636,41.328960330512224,POINT (2.09651508706 41.328960330512),NO,,27/01/2019,503,31
7HGM9YS3W,Carrer Barcelona,5,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4253108DF2745C0001RI,C2,1220,,Bloc d'habitatges,E,202.87,E,42.74,168.8,0.62,NO,NO,NO,NO,NO,NO,,CE3X,2.38,5,Compravenda,0.49,2.1,424125.12,4575076.73,Abans de 1979,Edificis existents,,E,32.04,B,0.87,G,9.84,,0,E,151.3,C,5.12,G,46.45,,0,G,116.97,C,5.24,,2.093374355637023,41.323596208966656,POINT (2.093374355637 41.323596208967),NO,,05/07/2023,503,31
MXS5CRGDD,Calle Masnou,10,,1,4,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4649305DF2744H0005ZJ,C2,64,,Vivienda individual en bloque de viviendas,E,208.03,E,43.78,12.81,0.77,NO,NO,NO,NO,NO,NO,,CE3X,2.49,5.7,Compra o Venta,0.49,2.1,424556.94,4574811.08,Abans de 1979,Edificis existents,,E,39.48,C,1.08,C,3.23,,0,F,186.42,C,6.37,D,15.25,,0,G,144.12,C,6.52,,2.098566514194667,41.321244125865256,POINT (2.098566514195 41.321244125865),NO,,28/02/2022,503,31
8S1L15K8N,Calle Tibidabo,38,,3,4,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3749505DF2734H0018KM,C2,60,,Vivienda individual en bloque de viviendas,E,150.17,E,27.24,90.81,10.9,NO,NO,NO,NO,NO,NO,,CE3X,1.95,3.66,Compra o Venta,0.49,2.1,423728.54,4574768.34,Abans de 1979,Edificis existents,,E,17.25,B,0.99,G,8.99,,0,E,101.84,C,5.87,G,42.47,,0,E,91.88,C,5.17,,2.088674910829988,41.320781245156766,POINT (2.08867491083 41.320781245157),NO,,21/04/2022,503,31
GPRB3856X,Carrer FEDERIC SOLER,20,,1º,1ª,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4357814DF2745E0003RT,C2,45,,Habitatge individual en bloc d'habitatges,E,167.52,E,34.49,170.93,10.33,,NO,NO,NO,,NO,,CE3X,1.86,4.41,Lloguer,0.49,2.1,424275.22,4575484.2,Abans de 1979,Edificis existents,,,,,,,,,,,,,,,,,,,,,,,2.095116905013988,41.32728024185142,POINT (2.095116905014 41.327280241851),,,07/04/2014,503,31
3VPTDZ2XR,Avinguda Onze de Setembre,285,,02,02,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,5152806DF2755A0039DM,C2,75,,Habitatge individual en bloc d'habitatges,E,171.43,E,29.04,87.73,13.91,NO,NO,NO,NO,NO,NO,,CE3X,0.72,5.7,Lloguer,0.49,2.1,425062.57,4574999.03,NBE-CT-79,Edificis existents,,D,11.68,B,0.57,G,16.79,,0,D,68.95,B,3.38,G,99.1,,0,E,83.88,B,3.09,,2.104584165660029,41.32298407559231,POINT (2.10458416566 41.322984075592),NO,,11/02/2020,503,31
V1JDSFZHF,Avinguda Verge Montserrat,123,A,4,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4354403DF2745C0042BF,C2,55.76,,Habitatge individual en bloc d'habitatges,E,209.3,E,44,44.46,149.85,,NO,NO,NO,,NO,,CE3X,2.17,3.96,Compra o Venda,0.49,2.1,424234.08,4575287.82,Abans de 1979,Edificis existents,,E,31.51,C,1.29,G,11.2,,0,E,148.81,D,7.61,G,52.91,,0,G,115.05,D,7.79,0.63,2.09464984121601,41.325507660022936,POINT (2.094649841216 41.325507660023),,,30/06/2016,503,31
MVDC0QQ1N,Carrer LLEIDA,142,,1,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4853601DF2745D0004IB,C2,53.18,,Habitatge individual en bloc d'habitatges,E,212.76,E,37.48,120.02,863.55,NO,NO,NO,NO,NO,NO,,CE3X,1.69,3.78,Compravenda,0.49,2.1,424765.75,4575158.78,Abans de 1979,Edificis existents,,E,29.43,B,0.88,G,7.17,,0,E,173.72,C,5.17,G,33.88,,0,G,127.76,B,3.64,0.63,2.101018151250948,41.32439523950986,POINT (2.101018151251 41.32439523951),NO,,16/01/2018,503,31
TF96175W,Carrer Girona,65,,2,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4249313DF2744G0006UO,C2,59,,Habitatge individual en bloc d'habitatges,E,185.8,E,38.6,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Compra o Venda,0.49,2.1,424126.89,4574754.08,Abans de 1979,Edificis existents,,E,23.5,E,3.02,G,12.07,,0,E,110.98,G,17.83,G,57,,0,E,72,G,18.25,,2.093435779829916,41.32069039487229,POINT (2.09343577983 41.320690394872),,,15/06/2016,503,31
7ZY6N0JR7,Passeig RAMON CODINA,39,,1,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3646407DF2734F0025YO,C2,62,,Habitatge individual en bloc d'habitatges,G,245.61,F,51.66,203.71,12.72,NO,NO,NO,NO,NO,NO,,CE3X,3.13,2.12,Compravenda,0.49,2.1,423613.59,4574555.15,NBE-CT-79,Edificis existents,,F,47.76,C,1.39,B,2.52,,0,G,225.51,D,8.18,C,11.92,,0,G,165.25,D,7.41,,2.087328394236827,41.318850247800974,POINT (2.087328394237 41.318850247801),NO,,07/04/2021,503,31
D4BMZG8BG,Calle Riu Turia,1,,4,4,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3542503DF2734D0200KQ,C2,55,,Vivienda individual en bloque de viviendas,F,214.28,E,45.05,177.55,11.12,NO,NO,NO,NO,NO,NO,,CE3X,1.69,5.7,Compra o Venta,0.49,2.1,423543.79,4574143.32,NRE-AT-87,Edificis existents,,E,30.74,C,1.3,G,13.02,,0,E,145.15,D,7.67,G,61.46,,0,G,112.22,D,7.85,,2.086546310416609,41.31513444666704,POINT (2.086546310417 41.315134446667),NO,,28/10/2022,503,31
PN2584DX7,Carrer Enric Borràs,12,,2,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4562129DF2746B0009GQ,C2,73,,Habitatge individual en bloc d'habitatges,G,256.9,E,43.52,131.48,20.85,NO,NO,NO,NO,NO,NO,,CE3X,0.72,3.67,Compravenda,0.49,2.1,424462.55,4576018.97,NBE-CT-79,Edificis existents,,E,30.56,C,1.57,G,11.39,,0,F,180.42,D,9.26,G,67.22,,0,G,132.69,C,6.52,,2.0972886759889,41.33211427803192,POINT (2.097288675989 41.332114278032),NO,,07/03/2024,503,31
W8CJ1JW8P,Calle Barcelona,5,,3,3,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4253108DF2745C0001RI,C2,59,,Vivienda individual en bloque de viviendas,E,195.91,E,41.21,162.46,10.15,NO,NO,NO,NO,NO,NO,,CE3X,1.96,5.52,Alquiler,0.49,2.1,424125.12,4575076.73,Abans de 1979,Edificis existents,,E,29.29,C,1.12,G,10.8,,0,E,138.33,C,6.58,G,51,,0,F,106.94,D,6.74,,2.093374355637023,41.323596208966656,POINT (2.093374355637 41.323596208967),NO,,21/12/2022,503,31
NSHNRRVGB,Passeig RAMON CODINA,63,,2,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3847101DF2734F0059MA,C2,70.72,,Habitatge individual en bloc d'habitatges,E,173.26,E,35.65,184.02,786.65,,NO,NO,NO,,NO,,CE3X,0.75,5.7,Lloguer,0.49,2.1,423691.49,4574577.26,NBE-CT-79,Edificis existents,,A,6.36,B,6.98,A,0,A,9.41,A,30.04,B,41.22,A,0,A,55.57,A,23.22,B,42.19,0.63,2.088256261886343,41.31905675950082,POINT (2.088256261886 41.319056759501),,,23/05/2015,503,31
PZRQG24B2,Calle Carretera Bunyola,30,,1,E,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4750552DF2745B0031JB,C2,84,,Vivienda individual en bloque de viviendas,D,101.98,D,21.19,82.58,4.75,NO,NO,NO,NO,NO,NO,,CE3X,1.08,3.66,Compra o Venta,0.49,2.1,424719.89,4574913.3,NRE-AT-87,Edificis existents,,D,11.08,C,1.61,G,8.5,,0,D,52.32,D,9.51,G,40.15,,0,D,33.94,D,8.38,,2.100500636145726,41.32218001354786,POINT (2.100500636146 41.322180013548),NO,,11/02/2019,503,31
48BNDNQDH,Carrer Coronel Sanfeliu,92,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4451804DF2745A0001HD,C2,70,,Habitatge unifamiliar,G,323.9,F,68.3,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Compra o Venda,0.49,2.1,424366.47,4574935.46,Abans de 1979,Edificis existents,,E,20.5,B,0.64,G,15.34,,0,E,96.79,B,3.79,G,72.44,,0,E,74.83,B,3.88,,2.096275471890705,41.32234652339864,POINT (2.096275471891 41.322346523399),,,26/01/2016,503,31
8T9FP43K7,Passatge RECTOS MARTI PINYOL,23,,4,4,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4259617DF2745G0025AH,C2,78.7,,Habitatge individual en bloc d'habitatges,G,272.39,E,48.4,156.94,1612.12,,NO,NO,NO,,NO,,CE3X,1.69,4.23,Lloguer,0.49,2.1,424274.23,4575723.49,NBE-CT-79,Edificis existents,,E,34.49,E,2.6,G,11.3,,0,F,203.63,F,15.38,G,53.38,,0,G,127.47,E,10.84,0.59,2.095075253878997,41.329435337705675,POINT (2.095075253879 41.329435337706),,,30/05/2017,503,31
4GRL4KMMT,Carrer Cáceres,9,,1,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4854811DF2745D0006JX,C2,65,,Habitatge individual en bloc d'habitatges,E,123.73,D,21.47,67.27,9.68,NO,NO,NO,NO,NO,NO,,CE3X,1.69,5.27,Lloguer,0.49,2.1,424730.32,4575163.62,Abans de 1979,Edificis existents,,E,18.05,B,0.88,B,2.54,,0,E,106.54,C,5.18,C,12.01,,0,E,78.35,B,3.65,,2.10059424505697,41.32443552438415,POINT (2.100594245057 41.324435524384),NO,,19/05/2019,503,31
5FMNJJ2FC,Carrer LO GAITER DEL LLOBREGAT,59,,2,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4559853DF2745H0065OU,C2,101.45,,Habitatge individual en bloc d'habitatges,D,23,D,12.17,73.52,450.85,,NO,NO,NO,,NO,,CE3X,1.8,3.78,Lloguer,0.49,2.1,424507.42,4575734.61,CTE 2006,Edificis existents,,E,27.55,C,2.72,F,5.14,,0,F,130.11,D,16.04,G,24.27,,0,F,66.69,D,16.42,0.63,2.097860166507636,41.329557365056836,POINT (2.097860166508 41.329557365057),,,09/04/2015,503,31
GF1F985ST,Plaça RAVAL DE BAIX,7,,2,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4454601DF2745C0165XA,C2,83.05,,Habitatge individual en bloc d'habitatges,E,120.7,E,25.3,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Compra o Venda,0.49,2.1,424385.51,4575278.55,CTE 2006,Edificis existents,,,,,,,,,,,,,,,,,,,,,,,2.096460262120546,41.325438386642254,POINT (2.096460262121 41.325438386642),,,19/03/2016,503,31
41RTN1F71,Carrer Avda. Pompeu Fabra,71,,3,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3650102DF2735B0012DE,C2,84,,Habitatge individual en bloc d'habitatges,E,126.22,E,32.3,17.81,90.43,,NO,NO,NO,,NO,,CE3X,0.62,3.37,Lloguer,0.49,2.1,423542.67,4574844.43,NBE-CT-79,Edificis existents,,C,32.14,A,0,A,0,G,27.63,D,189.71,A,0,A,0,G,163.09,E,126.41,A,0,0.63,2.086444753193995,41.32144895246703,POINT (2.086444753194 41.321448952467),,,04/02/2015,503,31
2SGQJGNP9,Avinguda Onze de Setembre,259,,bx,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4951706DF2745B0002FM,C2,58,,Terciari,C,221.13,C,43.18,31.68,5.02,NO,NO,NO,,NO,NO,,CE3X,1.69,5.7,Lloguer,0.49,2.1,424845.32,4574860.96,NBE-CT-79,Edificis existents,Local,G,28.58,B,4.11,A,0,A,10.49,G,134.96,B,24.27,A,0,A,61.9,G,104.34,C,24.84,,2.102005656601627,41.321720308562135,POINT (2.102005656602 41.321720308562),NO,,01/09/2020,503,31
6H4GHBJ2N,Carrer CENTRE,58,,3º,2ª,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4358812DF2745G0011LT,C2,92.3,,Habitatge individual en bloc d'habitatges,E,206.47,E,40.49,148.41,1182.14,NO,NO,NO,NO,NO,NO,,CE3X,1.8,5,Compravenda,0.49,2.1,424298.86,4575670.7,Abans de 1979,Edificis existents,,E,27.54,B,0.88,G,12.06,,0,E,130.07,C,5.18,G,71.21,,0,F,100.56,C,4.78,0.63,2.095376125073152,41.32896219297918,POINT (2.095376125073 41.328962192979),NO,,11/03/2018,503,31
7D5HZPJYC,Carrer BARCELONA,22,B,01,01,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4352302DF2745C0071JA,C2,48.1,,Habitatge individual en bloc d'habitatges,E,180.33,E,36.61,190.66,11.52,,NO,NO,NO,,NO,,CE3X,1.8,3.78,Compra o Venda,0.49,2.1,424212.33,4575076.96,NBE-CT-79,Edificis existents,,D,21.01,A,0.82,A,0,A,0,D,99.21,A,4.86,A,0,A,0,F,76.7,A,4.97,,2.09441627059172,41.32360648339724,POINT (2.094416270592 41.323606483397),,,24/06/2014,503,31
52GWZ022N,Carrer JAUME CASANOVAS,113,0,BX,01,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4254819DF2745C0001JI,C2,135,,Terciari,C,130.31,C,24.9,88.62,8.55,NO,NO,NO,NO,NO,NO,,CE3X,2.06,5.05,Lloguer,0.49,2.1,424133.37,4575204.43,Abans de 1979,Edificis existents,Comerç,F,21.27,A,0,,0,A,3.63,G,108.87,A,0,,0,A,21.44,G,82.6,A,0,,2.093456981368995,41.32474712825699,POINT (2.093456981369 41.324747128257),NO,,31/10/2023,503,31
NY12BD2XC,Carrer Mestre Vigo i Garreta,32,,7,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3851607DF2735B0053RO,C2,55,,Habitatge individual en bloc d'habitatges,E,170.84,E,34.2,128.23,10.09,NO,NO,NO,NO,NO,NO,,CE3X,2.03,5.42,Compravenda,0.49,2.1,423829.54,4574932.27,Abans de 1979,Edificis existents,,E,18.88,D,2.28,G,13.04,,0,E,95.8,F,13.47,G,61.56,,0,E,88.77,F,13.09,,2.089861014092878,41.32226724426701,POINT (2.089861014093 41.322267244267),NO,,07/04/2022,503,31
N1Z0N19D,Avinguda REMOLAR,74,,4,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3752913DF2735D0097LD,C2,64.49,,Habitatge individual en bloc d'habitatges,E,151.09,E,31.79,23.47,91.49,NO,NO,NO,NO,NO,NO,,CE3X,1.69,4.32,Compravenda,0.49,2.1,423686.82,4575062.61,NBE-CT-79,Edificis existents,,E,25.06,B,0.81,G,5.92,,0,E,118.35,C,4.81,G,27.94,,0,E,91.49,C,4.92,0.63,2.088139535039077,41.3234276669479,POINT (2.088139535039 41.323427666948),NO,,02/02/2018,503,31
0DBMWD83Y,Plaza Catalunya,29,,4,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4252901DF2745A0005KJ,C2,98,,Vivienda individual en bloque de viviendas,G,343.42,G,72.42,286.21,17.66,NO,NO,NO,NO,NO,NO,,CE3X,1.69,3.44,Alquiler,0.49,2.1,424124.84,4575059.81,Abans de 1979,Edificis existents,,F,47.74,C,1.22,G,23.46,,0,G,225.43,D,7.22,G,110.78,,0,G,125.03,D,7.39,,2.093373122693664,41.32344379091922,POINT (2.093373122694 41.323443790919),NO,,22/09/2022,503,31
350XPZPGY,Carrer Maresme,18,,0,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4054213DF2745C0013PJ,C2,51,,Habitatge individual en bloc d'habitatges,E,117.55,E,28.38,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Compra o Venda,0.49,2.1,423918.94,4575230.27,Abans de 1979,Edificis existents,,,,,,,,,,,,,,,,,,,,,,,2.090891795387135,41.32495965076803,POINT (2.090891795387 41.324959650768),,,01/09/2014,503,31
7QXDR3KK5,Avinguda Verge de Montserrat,43,,3,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4656604DF2745F0011QL,C2,57,,Habitatge individual en bloc d'habitatges,E,177.6,E,37.44,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Lloguer,0.49,2.1,424606.1,4575475.87,Abans de 1979,Edificis existents,,E,24.16,B,0.69,G,12.59,,0,E,114.09,C,4.05,G,59.46,,0,E,88.2,C,4.15,,2.099071362412092,41.32723623154561,POINT (2.099071362412 41.327236231546),,,08/03/2017,503,31
CYGFDWTT1,Carrer carretera de la marina,66,,5,3,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4754606DF2745D0064HH,C2,81,,Habitatge individual en bloc d'habitatges,E,117.15,D,21.61,73.64,667.51,NO,NO,NO,NO,NO,NO,,CE3X,1.69,3.66,Compravenda,0.49,2.1,424756.99,4575282.65,Abans de 1979,Edificis existents,,D,11.8,B,0.98,G,8.83,,0,D,69.66,C,5.81,G,41.68,,0,E,62.85,C,5.12,0.86,2.100898152736494,41.32551007171985,POINT (2.100898152736 41.32551007172),NO,,13/06/2017,503,31
6GJNYYL9K,Carrer ESTANY RICARDA,30,,BA,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3950802DF2735B0008HW,C2,82,,Habitatge individual en bloc d'habitatges,F,213.12,E,42.92,161.91,12.41,NO,NO,NO,NO,NO,NO,,CE3X,1.69,5.7,Lloguer,0.49,2.1,423884.31,4574847.46,NBE-CT-79,Edificis existents,,E,34.06,A,0.05,G,8.81,,0,E,160.83,A,0.3,G,51.99,,0,G,124.34,A,0.31,,2.090525986763838,41.321508567356986,POINT (2.090525986764 41.321508567357),NO,,03/02/2022,503,31
FS9WHTK7F,Carrer CATALUNYA,16,,3º,4ª,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4352807DF2745A0007HL,C2,45,,Habitatge individual en bloc d'habitatges,E,108.41,D,21.34,15.15,2.01,NO,NO,NO,NO,NO,NO,,CE3X,2.38,5.56,Compravenda,0.49,2.1,424246.83,4575017.88,Abans de 1979,Edificis existents,,D,14.85,C,1.47,F,5.01,,0,D,70.14,D,8.66,G,29.6,,0,E,54.23,D,8.87,,2.09483582419749,41.32307761559835,POINT (2.094835824197 41.323077615598),NO,,29/01/2019,503,31
XZZW806CJ,Lloc JARDINS MON RACO,1,,2,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4749801DF2744H0018UR,C2,131.42,,Habitatge individual en bloc d'habitatges,E,179.24,E,37.78,148.06,1188.17,NO,NO,NO,NO,NO,NO,,CE3X,0.69,3.56,Compravenda,0.49,2.1,424612.58,4574720.87,NRE-AT-87,Edificis existents,,E,27.4,B,0.7,G,9.68,,0,E,129.39,C,4.16,G,45.69,,0,E,83.94,B,3.68,0.63,2.099242439764504,41.320436842980946,POINT (2.099242439765 41.320436842981),NO,,09/06/2017,503,31
N7083ZDYJ,Calle Carretera marina,5,,2,4,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4758303DF2745H0011TF,C2,62,,Vivienda individual en bloque de viviendas,E,159.34,E,28.73,95.07,11.68,NO,NO,NO,NO,NO,NO,,CE3X,2.06,4.2,Compra o Venta,0.49,2.1,424606.51,4575703.28,Abans de 1979,Edificis existents,,E,18.96,C,1.06,G,8.72,,0,E,111.9,C,6.28,G,41.16,,0,E,82.29,C,4.43,,2.099048043839421,41.32928446263924,POINT (2.099048043839 41.329284462639),NO,,28/05/2021,503,31
1R8NBW927,Avenida Onze de Setembre,291,,4,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,5152806DF2755A0138GW,C2,76,,Vivienda individual en bloque de viviendas,D,91.5,D,16.91,57.73,6.42,NO,NO,NO,NO,NO,NO,,CE3X,0.72,3.66,Compra o Venta,0.49,2.1,425062.57,4574999.03,NRE-AT-87,Edificis existents,,C,8.91,B,0.97,G,7.02,,0,D,52.63,C,5.71,G,33.16,,0,D,52.76,C,5.44,,2.104584165660029,41.32298407559231,POINT (2.10458416566 41.322984075592),NO,,15/03/2022,503,31
54Y91QTNQ,Plaça Roige i Badia,1,,5,5,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4658801DF2745H0029UY,C2,67,,Habitatge individual en bloc d'habitatges,F,219.34,E,41.63,146.95,14.59,NO,NO,NO,NO,NO,NO,,CE3X,1.9,4.41,Compravenda,0.49,2.1,424517.52,4575643.83,Abans de 1979,Edificis existents,,E,22.36,C,1.01,G,18.26,,0,E,105.6,C,5.97,G,107.77,,0,E,81.64,C,6.11,,2.097992125537691,41.32874069143269,POINT (2.097992125538 41.328740691433),NO,,06/02/2020,503,31
3M9RR1P28,Carrer Santiago Ruiseñol,22,,at,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4257231DF2745G0037BW,C2,80,,Habitatge individual en bloc d'habitatges,E,184.9,E,39,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Compra o Venda,0.49,2.1,424136.98,4575510.25,Abans de 1979,Edificis existents,,,,,,,,,,,,,,,,,,,,,,,2.093461933943184,41.32750186564662,POINT (2.093461933943 41.327501865647),,,10/03/2016,503,31
L1GBB3ZVM,Carrer INDUSTRIES,92,A,2º,1º,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4755308DF2745F0006PJ,C2,71,,Habitatge individual en bloc d'habitatges,E,126,E,26.68,105.89,5.6,NO,NO,NO,NO,NO,NO,,CE3X,2.38,5.7,Compravenda,0.49,2.1,424654.85,4575423.35,Abans de 1979,Edificis existents,,D,13.53,A,0,G,13.15,,0,D,63.91,A,0,G,62.09,,0,D,49.41,A,0,,2.099660349683036,41.32676776235956,POINT (2.099660349683 41.32676776236),NO,,27/01/2019,503,31
2TWVLJQCR,Carrer Urgell,29,Bis,1,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3853305DF2735D0002JF,C2,60,,Habitatge individual en bloc d'habitatges,E,169.21,E,34.8,134.2,9.33,NO,NO,NO,NO,NO,NO,,CE3X,2.11,5.7,Compravenda,0.49,2.1,423754.63,4575222.83,Abans de 1979,Edificis existents,,E,30.36,C,1.2,C,3.25,,0,E,146.8,D,7.07,D,15.34,,0,E,84.54,C,4.98,,2.088929592633209,41.32487711849005,POINT (2.088929592633 41.32487711849),NO,,16/09/2021,503,31
